TimeStamp;Over240P3;Over240P2;Over240P1;1VStepsP3;1VStepsP2;1VStepsP1
2017-05-06 03:21:09.109;Over;Over;Over;;;
2017-05-06 03:21:18.464;Over;Over;Over;;;
2017-05-06 03:21:27.924;Over;Over;Over;;;
2017-05-06 03:21:37.292;Over;Over;Over;;;
2017-05-06 03:21:56.111;Over;Over;Over;;;
2017-05-06 03:22:14.931;Over;Over;Over;;;
2017-05-06 03:22:24.276;Over;Over;Over;;;
2017-05-06 03:22:43.088;Over;Over;Over;;;
2017-05-06 03:22:52.573;Over;Over;Over;;;
2017-05-06 03:23:01.906;Over;Over;Over;;;
2017-05-06 03:23:11.370;Over;Over;Over;;;
2017-05-06 03:23:30.177;Over;Over;Over;;;
2017-05-06 03:23:48.991;Over;Over;Over;;;
2017-05-06 03:23:58.341;Over;Over;Over;;;
2017-05-06 03:24:07.802;Over;Over;Over;;;
2017-05-06 03:24:17.140;Over;Over;Over;;;
2017-05-06 03:24:26.613;Over;Over;Over;;;
2017-05-06 03:24:35.968;Over;Over;Over;;;
2017-05-06 03:24:45.436;Over;Over;Over;;;
2017-05-06 03:25:32.423;Over;Over;Over;;;
2017-05-06 03:25:51.224;Over;Over;Over;;;
2017-05-06 03:26:00.707;Over;Over;Over;;;
2017-05-06 03:26:10.052;Over;Over;Over;;;
2017-05-06 03:26:19.525;Over;Over;Over;;;
2017-05-06 03:26:28.861;Over;Over;Over;;;
2017-05-06 03:26:38.247;Over;Over;Over;;;
2017-05-06 03:26:57.081;Over;Over;Over;;;
2017-05-06 03:27:06.534;Over;Over;Over;;;
2017-05-06 03:27:15.876;Over;Over;Over;;;
2017-05-06 03:27:25.347;Over;Over;Over;;;
2017-05-06 03:27:34.689;Over;Over;Over;;;
2017-05-06 03:27:44.145;Over;Over;Over;;;
2017-05-06 03:28:02.969;Over;Over;Over;;;
2017-05-06 03:28:12.309;Over;Over;Over;;;
2017-05-06 03:28:21.772;Over;Over;Over;;;
2017-05-06 03:28:40.587;Over;Over;Over;;;
2017-05-06 03:29:08.768;Over;Over;Over;;;
2017-05-06 03:29:18.229;Over;Over;Over;;;
2017-05-06 03:29:27.582;Over;Over;Over;;;
2017-05-06 03:29:37.039;Over;Over;Over;;;
2017-05-06 03:29:46.399;Over;Over;Over;;;
2017-05-06 03:29:55.863;Over;Over;Over;;;
2017-05-06 03:30:05.210;Over;Over;Over;;;
2017-05-06 03:30:24.020;Over;Over;Over;;;
2017-05-06 03:30:33.496;Over;Over;Over;;;
2017-05-06 03:30:42.840;Over;Over;Over;;;
2017-05-06 03:30:52.307;Over;Over;Over;;;
2017-05-06 03:31:01.653;Over;Over;Over;;;
2017-05-06 03:31:20.475;Over;Over;Over;;;
2017-05-06 03:31:29.927;Over;Over;Over;;;
2017-05-06 03:31:39.286;Over;Over;Over;;;
2017-05-06 03:31:48.646;Over;Over;Over;;;
2017-05-06 03:31:58.103;Over;Over;Over;;;
2017-05-06 03:32:16.927;Over;Over;Over;;;
2017-05-06 03:32:26.340;Over;Over;Over;;;
2017-05-06 03:32:35.675;Over;Over;Over;;;
2017-05-06 03:32:45.147;Over;Over;Over;;;
2017-05-06 03:32:54.497;Over;Over;Over;;;
2017-05-06 03:33:03.978;Over;Over;Over;;;
2017-05-06 03:33:13.319;Over;Over;Over;;;
2017-05-06 03:33:22.784;Over;Over;Over;;;
2017-05-06 03:33:32.127;Over;Over;Over;;;
2017-05-06 03:33:41.616;Over;Over;Over;;;
2017-05-06 03:33:50.968;Over;Over;Over;;;
2017-05-06 03:34:00.434;Over;Over;Over;;;
2017-05-06 03:34:09.776;Over;Over;Over;;;
2017-05-06 03:34:19.226;Over;Over;Over;;;
2017-05-06 03:34:28.589;Over;Over;Over;;;
2017-05-06 03:34:38.037;Over;Over;Over;;;
2017-05-06 03:34:56.866;Over;Over;Over;;;
2017-05-06 03:35:15.692;Over;Over;Over;;;
2017-05-06 03:35:25.028;Over;Over;Over;;;
2017-05-06 03:35:34.490;Over;Over;Over;;;
2017-05-06 03:35:53.438;Over;Over;Over;;;
2017-05-06 03:36:02.684;Over;Over;Over;;;
2017-05-06 03:36:21.516;Over;Over;Over;;;
2017-05-06 03:36:30.983;Over;Over;Over;;;
2017-05-06 03:36:40.402;Over;Over;Over;;;
2017-05-06 03:36:49.775;Over;Over;Over;;;
2017-05-06 03:36:59.153;Over;Over;Over;;;
2017-05-06 03:37:08.663;Over;Over;Over;;;
2017-05-06 03:37:17.949;Over;Over;Over;;;
2017-05-06 03:37:27.413;Over;Over;Over;;;
2017-05-06 03:37:36.716;Over;Over;Over;;;
2017-05-06 03:37:46.239;Over;Over;Over;;;
2017-05-06 03:37:55.546;Over;Over;Over;;;
2017-05-06 03:38:05.103;Over;Over;Over;;;
2017-05-06 03:38:23.797;Over;Over;Over;;;
2017-05-06 03:38:33.240;Over;Over;Over;;;
2017-05-06 03:38:42.711;Over;Over;Over;;;
2017-05-06 03:38:51.992;Over;Over;Over;;;
2017-05-06 03:39:01.466;Over;Over;Over;;;
2017-05-06 03:39:10.903;Over;Over;Over;;;
2017-05-06 03:39:20.217;Over;Over;Over;;;
2017-05-06 03:39:29.614;Over;Over;Over;;;
2017-05-06 03:39:39.128;Over;Over;Over;;;
2017-05-06 03:39:48.486;Over;Over;Over;;;
2017-05-06 03:39:57.851;Over;Over;Over;;;
2017-05-06 03:40:07.284;Over;Over;Over;;;
2017-05-06 03:40:16.769;Over;Over;Over;;;
2017-05-06 03:40:35.580;Over;Over;Over;;;
2017-05-06 03:40:44.828;Over;Over;Over;;;
2017-05-06 03:40:54.413;Over;Over;Over;;;
2017-05-06 03:41:03.742;Over;Over;Over;;;
2017-05-06 03:41:31.967;Over;Over;Over;;;
2017-05-06 03:41:41.445;Over;Over;Over;;;
2017-05-06 03:41:50.731;Over;Over;Over;;;
2017-05-06 03:42:09.525;Over;Over;Over;;;
2017-05-06 03:42:28.346;Over;Over;Over;;;
2017-05-06 03:42:37.798;Over;Over;Over;;;
2017-05-06 03:42:47.182;Over;Over;Over;;;
2017-05-06 03:42:56.610;Over;Over;Over;;;
2017-05-06 03:43:05.981;Over;Over;Over;;;
2017-05-06 03:43:15.450;Over;Over;Over;;;
2017-05-06 03:43:24.780;Over;Over;Over;;;
2017-05-06 03:43:43.585;Over;Over;Over;;;
2017-05-06 03:44:02.449;Over;Over;Over;;;
2017-05-06 03:44:11.824;Over;Over;Over;;;
2017-05-06 03:44:39.994;Over;Over;Over;;;
2017-05-06 03:44:58.828;Over;Over;Over;;;
2017-05-06 03:45:08.166;Over;Over;Over;;;
2017-05-06 03:45:17.632;Over;Over;Over;;;
2017-05-06 03:45:26.974;Over;Over;Over;;;
2017-05-06 03:45:36.454;Over;Over;Over;;;
2017-05-06 03:45:45.796;Over;Over;Over;;;
2017-05-06 03:45:55.256;Over;Over;Over;;;
2017-05-06 03:46:04.615;Over;Over;Over;;;
2017-05-06 03:46:23.426;Over;Over;Over;;;
2017-05-06 03:46:32.804;Over;Over;Over;;;
2017-05-06 03:46:42.278;Over;Over;Over;;;
2017-05-06 03:46:51.632;Over;Over;Over;;;
2017-05-06 03:47:01.194;Over;Over;Over;;;
2017-05-06 03:47:10.540;Over;Over;Over;;;
2017-05-06 03:47:19.971;Over;Over;Over;;;
2017-05-06 03:47:29.291;Over;Over;Over;;;
2017-05-06 03:47:38.837;Over;Over;Over;;;
2017-05-06 03:47:57.519;Over;Over;Over;;;
2017-05-06 03:48:07.002;Over;Over;Over;;;
2017-05-06 03:48:25.857;Over;Over;Over;;;
2017-05-06 03:48:35.308;Over;Over;Over;;;
2017-05-06 03:48:44.627;Over;Over;Over;;;
2017-05-06 03:48:54.028;Over;Over;Over;;;
2017-05-06 03:49:03.435;Over;Over;Over;;;
2017-05-06 03:49:12.983;Over;Over;Over;;;
2017-05-06 03:49:31.535;Over;Over;Over;;;
2017-05-06 03:49:40.982;Over;Over;Over;;;
2017-05-06 03:49:50.401;Over;Over;Over;;;
2017-05-06 03:49:59.881;Over;Over;Over;;;
2017-05-06 03:50:09.229;Over;Over;Over;;;
2017-05-06 03:50:18.668;Over;Over;Over;;;
2017-05-06 03:50:27.958;Over;Over;Over;;;
2017-05-06 03:50:37.434;Over;Over;Over;;;
2017-05-06 03:50:46.928;Over;Over;Over;;;
2017-05-06 03:51:05.720;Over;Over;Over;;;
2017-05-06 03:51:24.564;Over;Over;Over;;;
2017-05-06 03:51:43.231;Over;Over;Over;;;
2017-05-06 03:51:52.579;Over;Over;Over;;;
2017-05-06 03:52:30.217;Over;Over;Over;;;
2017-05-06 03:52:39.683;Over;Over;Over;;;
2017-05-06 03:52:49.026;Over;Over;Over;;;
2017-05-06 03:52:58.476;Over;Over;Over;;;
2017-05-06 03:53:17.296;Over;Over;Over;;;
2017-05-06 03:53:26.655;Over;Over;Over;;;
2017-05-06 03:53:36.110;Over;Over;Over;;;
2017-05-06 03:53:45.450;Over;Over;Over;;;
2017-05-06 03:53:54.910;Over;Over;Over;;;
2017-05-06 03:54:04.261;Over;Over;Over;;;
2017-05-06 03:54:13.722;Over;Over;Over;;;
2017-05-06 03:54:23.073;Over;Over;Over;;;
2017-05-06 03:54:32.530;Over;Over;Over;;;
2017-05-06 03:54:41.887;Over;Over;Over;;;
2017-05-06 03:55:00.694;Over;Over;Over;;;
2017-05-06 03:55:28.991;Over;Over;Over;;;
2017-05-06 03:55:38.342;Over;Over;Over;;;
2017-05-06 03:55:47.809;Over;Over;Over;;;
2017-05-06 03:55:57.162;Over;Over;Over;;;
2017-05-06 03:56:06.634;Over;Over;Over;;;
2017-05-06 03:56:15.987;Over;Over;Over;;;
2017-05-06 03:56:25.347;Over;Over;Over;;;
2017-05-06 03:56:34.810;Over;Over;Over;;;
2017-05-06 03:56:44.155;Over;Over;Over;;;
2017-05-06 03:56:53.626;Over;Over;Over;;;
2017-05-06 03:57:02.974;Over;Over;Over;;;
2017-05-06 03:57:12.440;Over;Over;Over;;;
2017-05-06 03:57:21.793;Over;Over;Over;;;
2017-05-06 03:57:31.253;Over;Over;Over;;;
2017-05-06 03:57:59.420;Over;Over;Over;;;
2017-05-06 03:58:08.875;Over;Over;Over;;;
2017-05-06 03:58:18.227;Over;Over;Over;;;
2017-05-06 03:58:37.065;Over;Over;Over;;;
2017-05-06 03:58:55.890;Over;Over;Over;;;
2017-05-06 03:59:05.225;Over;Over;Over;;;
2017-05-06 03:59:14.703;Over;Over;Over;;;
2017-05-06 03:59:24.038;Over;Over;Over;;;
2017-05-06 03:59:42.848;Over;Over;Over;;;
2017-05-06 04:00:01.672;Over;Over;Over;;;
2017-05-06 04:00:11.132;Over;Over;Over;;;
2017-05-06 04:00:20.477;Over;Over;Over;;;
2017-05-06 04:01:07.575;Over;Over;Over;;;
2017-05-06 04:01:17.073;Over;Over;Over;;;
2017-05-06 04:01:26.404;Over;Over;Over;;;
2017-05-06 04:01:35.795;Over;Over;Over;;;
2017-05-06 04:01:45.295;Over;Over;Over;;;
2017-05-06 04:01:54.559;Over;Over;Over;;;
2017-05-06 04:02:04.105;Over;Over;Over;;;
2017-05-06 04:02:32.252;Over;Over;Over;;;
2017-05-06 04:02:41.660;Over;Over;Over;;;
2017-05-06 04:02:50.991;Over;Over;Over;;;
2017-05-06 04:03:19.263;Over;Over;Over;;;
2017-05-06 04:03:28.634;Over;Over;Over;;;
2017-05-06 04:03:47.435;Over;Over;Over;;;
2017-05-06 04:04:15.713;Over;Over;Over;;;
2017-05-06 04:04:25.064;Over;Over;Over;;;
2017-05-06 04:04:34.527;Over;Over;Over;;;
2017-05-06 04:04:43.876;Over;Over;Over;;;
2017-05-06 04:04:53.337;Over;Over;Over;;;
2017-05-06 04:05:02.690;Over;Over;Over;;;
2017-05-06 04:05:49.694;Over;Over;Over;;;
2017-05-06 04:05:59.145;Over;Over;Over;;;
2017-05-06 04:06:08.518;Over;Over;Over;;;
2017-05-06 04:06:27.339;Over;Over;Over;;;
2017-05-06 04:06:36.813;Over;Over;Over;;;
2017-05-06 04:06:55.526;Over;Over;Over;;;
2017-05-06 04:07:04.998;Over;Over;Over;;;
2017-05-06 04:07:14.358;Over;Over;Over;;;
2017-05-06 04:07:33.171;Over;Over;Over;;;
2017-05-06 04:07:42.627;Over;Over;Over;;;
2017-05-06 04:08:01.439;Over;Over;Over;;;
2017-05-06 04:08:29.610;Over;Over;Over;;;
2017-05-06 04:08:39.071;Over;Over;Over;;;
2017-05-06 04:08:48.420;Over;Over;Over;;;
2017-05-06 04:08:57.904;Over;Over;Over;;;
2017-05-06 04:09:16.716;Over;Over;Over;;;
2017-05-06 04:09:26.063;Over;Over;Over;;;
2017-05-06 04:09:35.525;Over;Over;Over;;;
2017-05-06 04:09:44.896;Over;Over;Over;;;
2017-05-06 04:09:54.254;Over;Over;Over;;;
2017-05-06 04:10:03.714;Over;Over;Over;;;
2017-05-06 04:10:13.062;Over;Over;Over;;;
2017-05-06 04:10:22.523;Over;Over;Over;;;
2017-05-06 04:10:31.874;Over;Over;Over;;;
2017-05-06 04:10:41.324;Over;Over;Over;;;
2017-05-06 04:11:00.158;Over;Over;Over;;;
2017-05-06 04:11:09.506;Over;Over;Over;;;
2017-05-06 04:11:18.966;Over;Over;Over;;;
2017-05-06 04:11:28.315;Over;Over;Over;;;
2017-05-06 04:11:37.778;Over;Over;Over;;;
2017-05-06 04:11:47.132;Over;Over;Over;;;
2017-05-06 04:11:56.596;Over;Over;Over;;;
2017-05-06 04:12:05.947;Over;Over;Over;;;
2017-05-06 04:12:34.229;Over;Over;Over;;;
2017-05-06 04:12:43.590;Over;Over;Over;;;
2017-05-06 04:12:52.936;Over;Over;Over;;;
2017-05-06 04:13:02.399;Over;Over;Over;;;
2017-05-06 04:13:11.755;Over;Over;Over;;;
2017-05-06 04:13:21.221;Over;Over;Over;;;
2017-05-06 04:13:30.558;Over;Over;Over;;;
2017-05-06 04:13:49.378;Over;Over;Over;;;
2017-05-06 04:13:58.850;Over;Over;Over;;;
2017-05-06 04:14:08.191;Over;Over;Over;;;
2017-05-06 04:14:27.018;Over;Over;Over;;;
2017-05-06 04:14:36.481;Over;Over;Over;;;
2017-05-06 04:14:45.829;Over;Over;Over;;;
2017-05-06 04:14:55.292;Over;Over;Over;;;
2017-05-06 04:15:04.664;Over;Over;Over;;;
2017-05-06 04:15:14.121;Over;Over;Over;;;
2017-05-06 04:15:23.473;Over;Over;Over;;;
2017-05-06 04:15:32.934;Over;Over;Over;;;
2017-05-06 04:15:42.292;Over;Over;Over;;;
2017-05-06 04:15:51.756;Over;Over;Over;;;
2017-05-06 04:16:10.564;Over;Over;Over;;;
2017-05-06 04:16:19.924;Over;Over;Over;;;
2017-05-06 04:16:29.274;Over;Over;Over;;;
2017-05-06 04:16:38.745;Over;Over;Over;;;
2017-05-06 04:16:48.088;Over;Over;Over;;;
2017-05-06 04:16:57.564;Over;Over;Over;;;
2017-05-06 04:17:16.386;Over;Over;Over;;;
2017-05-06 04:17:44.576;Over;Over;Over;;;
2017-05-06 04:17:53.927;Over;Over;Over;;;
2017-05-06 04:18:03.386;Over;Over;Over;;;
2017-05-06 04:18:12.735;Over;Over;Over;;;
2017-05-06 04:18:22.216;Over;Over;Over;;;
2017-05-06 04:18:41.047;Over;Over;Over;;;
2017-05-06 04:19:28.039;Over;Over;Over;;;
2017-05-06 04:19:37.408;Over;Over;Over;;;
2017-05-06 04:19:46.874;Over;Over;Over;;;
2017-05-06 04:19:56.227;Over;Over;Over;;;
2017-05-06 04:20:15.023;Over;Over;Over;;;
2017-05-06 04:20:33.839;Over;Over;Over;;;
2017-05-06 04:20:43.312;Over;Over;Over;;;
2017-05-06 04:20:52.659;Over;Over;Over;;;
2017-05-06 04:21:02.109;Over;Over;Over;;;
2017-05-06 04:21:11.473;Over;Over;Over;;;
2017-05-06 04:21:20.958;Over;Over;Over;;;
2017-05-06 04:21:30.309;Over;Over;Over;;;
2017-05-06 04:21:49.134;Over;Over;Over;;;
2017-05-06 04:22:07.933;Over;Over;Over;;;
2017-05-06 04:22:17.281;Over;Over;Over;;;
2017-05-06 04:22:26.754;Over;Over;Over;;;
2017-05-06 04:22:36.094;Over;Over;Over;;;
2017-05-06 04:22:45.572;Over;Over;Over;;;
2017-05-06 04:22:54.927;Over;Over;Over;;;
2017-05-06 04:23:04.393;Over;Over;Over;;;
2017-05-06 04:23:13.735;Over;Over;Over;;;
2017-05-06 04:23:23.197;Over;Over;Over;;;
2017-05-06 04:23:32.555;Over;Over;Over;;;
2017-05-06 04:23:51.368;Over;Over;Over;;;
2017-05-06 04:24:10.186;Over;Over;Over;;;
2017-05-06 04:24:19.539;Over;Over;Over;;;
2017-05-06 04:24:29.003;Over;Over;Over;;;
2017-05-06 04:24:38.356;Over;Over;Over;;;
2017-05-06 04:24:47.839;Over;Over;Over;;;
2017-05-06 04:24:57.178;Over;Over;Over;;;
2017-05-06 04:25:06.650;Over;Over;Over;;;
2017-05-06 04:25:15.991;Over;Over;Over;;;
2017-05-06 04:25:25.478;Over;Over;Over;;;
2017-05-06 04:25:34.827;Over;Over;Over;;;
2017-05-06 04:25:44.279;Over;Over;Over;;;
2017-05-06 04:26:02.997;Over;Over;Over;;;
2017-05-06 04:26:21.798;Over;Over;Over;;;
2017-05-06 04:26:31.258;Over;Over;Over;;;
2017-05-06 04:26:40.633;Over;Over;Over;;;
2017-05-06 04:26:50.120;Over;Over;Over;;;
2017-05-06 04:26:59.478;Over;Over;Over;;;
2017-05-06 04:27:08.827;Over;Over;Over;;;
2017-05-06 04:27:27.632;Over;Over;Over;;;
2017-05-06 04:27:46.461;Over;Over;Over;;;
2017-05-06 04:27:55.929;Over;Over;Over;;;
2017-05-06 04:28:05.270;Over;Over;Over;;;
2017-05-06 04:28:14.749;Over;Over;Over;;;
2017-05-06 04:28:24.084;Over;Over;Over;;;
2017-05-06 04:28:33.555;Over;Over;Over;;;
2017-05-06 04:28:42.912;Over;Over;Over;;;
2017-05-06 04:28:52.264;Over;Over;Over;;;
2017-05-06 04:29:01.736;Over;Over;Over;;;
2017-05-06 04:29:11.074;Over;Over;Over;;;
2017-05-06 04:29:20.544;Over;Over;Over;;;
2017-05-06 04:29:39.362;Over;Over;Over;;;
2017-05-06 04:29:48.714;Over;Over;Over;;;
2017-05-06 04:29:58.172;Over;Over;Over;;;
2017-05-06 04:30:07.523;Over;Over;Over;;;
2017-05-06 04:30:16.897;Over;Over;Over;;;
2017-05-06 04:30:26.355;Over;Over;Over;;;
2017-05-06 04:30:35.705;Over;Over;Over;;;
2017-05-06 04:30:45.169;Over;Over;Over;;;
2017-05-06 04:31:04.008;Over;Over;Over;;;
2017-05-06 04:31:13.347;Over;Over;Over;;;
2017-05-06 04:31:32.169;Over;Over;Over;;;
2017-05-06 04:31:41.528;Over;Over;Over;;;
2017-05-06 04:32:00.328;Over;Over;Over;;;
2017-05-06 04:32:19.158;Over;Over;Over;;;
2017-05-06 04:32:38.003;Over;Over;Over;;;
2017-05-06 04:32:56.824;Over;Over;Over;;;
2017-05-06 04:33:06.186;Over;Over;Over;;;
2017-05-06 04:33:15.660;Over;Over;Over;;;
2017-05-06 04:33:25.002;Over;Over;Over;;;
2017-05-06 04:33:34.471;Over;Over;Over;;;
2017-05-06 04:34:12.009;Over;Over;Over;;;
2017-05-06 04:34:30.815;Over;Over;Over;;;
2017-05-06 04:34:40.286;Over;Over;Over;;;
2017-05-06 04:34:49.631;Over;Over;Over;;;
2017-05-06 04:34:59.099;Over;Over;Over;;;
2017-05-06 04:35:08.442;Over;Over;Over;;;
2017-05-06 04:35:17.806;Over;Over;Over;;;
2017-05-06 04:35:27.267;Over;Over;Over;;;
2017-05-06 04:35:46.074;Over;Over;Over;;;
2017-05-06 04:35:55.442;Over;Over;Over;;;
2017-05-06 04:36:04.908;Over;Over;Over;;;
2017-05-06 04:36:33.075;Over;Over;Over;;;
2017-05-06 04:36:42.428;Over;Over;Over;;;
2017-05-06 04:36:51.885;Over;Over;Over;;;
2017-05-06 04:37:10.706;Over;Over;Over;;;
2017-05-06 04:37:20.066;Over;Over;Over;;;
2017-05-06 04:37:38.870;Over;Over;Over;;;
2017-05-06 04:37:48.345;Over;Over;Over;;;
2017-05-06 04:37:57.697;Over;Over;Over;;;
2017-05-06 04:38:07.149;Over;Over;Over;;;
2017-05-06 04:38:25.958;Over;Over;Over;;;
2017-05-06 04:38:35.328;Over;Over;Over;;;
2017-05-06 04:39:03.560;Over;Over;Over;;;
2017-05-06 04:39:12.925;Over;Over;Over;;;
2017-05-06 04:39:22.380;Over;Over;Over;;;
2017-05-06 04:39:41.180;Over;Over;Over;;;
2017-05-06 04:39:50.544;Over;Over;Over;;;
2017-05-06 04:40:09.349;Over;Over;Over;;;
2017-05-06 04:40:18.818;Over;Over;Over;;;
2017-05-06 04:40:28.174;Over;Over;Over;;;
2017-05-06 04:40:37.631;Over;Over;Over;;;
2017-05-06 04:40:46.993;Over;Over;Over;;;
2017-05-06 04:40:56.363;Over;Over;Over;;;
2017-05-06 04:41:05.820;Over;Over;Over;;;
2017-05-06 04:41:24.638;Over;Over;Over;;;
2017-05-06 04:41:33.986;Over;Over;Over;;;
2017-05-06 04:41:43.452;Over;Over;Over;;;
2017-05-06 04:41:52.802;Over;Over;Over;;;
2017-05-06 04:42:02.267;Over;Over;Over;;;
2017-05-06 04:42:11.613;Over;Over;Over;;;
2017-05-06 04:42:21.089;Over;Over;Over;;;
2017-05-06 04:42:30.434;Over;Over;Over;;;
2017-05-06 04:42:39.786;Over;Over;Over;;;
2017-05-06 04:42:49.258;Over;Over;Over;;;
2017-05-06 04:42:58.609;Over;Over;Over;;;
2017-05-06 04:43:08.073;Over;Over;Over;;;
2017-05-06 04:43:17.436;Over;Over;Over;;;
2017-05-06 04:43:26.898;Over;Over;Over;;;
2017-05-06 04:43:36.256;Over;Over;Over;;;
2017-05-06 04:43:45.607;Over;Over;Over;;;
2017-05-06 04:43:55.066;Over;Over;Over;;;
2017-05-06 04:44:13.869;Over;Over;Over;;;
2017-05-06 04:44:23.238;Over;Over;Over;;;
2017-05-06 04:44:32.699;Over;Over;Over;;;
2017-05-06 04:44:42.048;Over;Over;Over;;;
2017-05-06 04:44:51.500;Over;Over;Over;;;
2017-05-06 04:45:00.871;Over;Over;Over;;;
2017-05-06 04:45:10.330;Over;Over;Over;;;
2017-05-06 04:45:19.691;Over;Over;Over;;;
2017-05-06 04:45:29.032;Over;Over;Over;;;
2017-05-06 04:45:38.503;Over;Over;Over;;;
2017-05-06 04:45:47.851;Over;Over;Over;;;
2017-05-06 04:45:57.306;Over;Over;Over;;;
2017-05-06 04:46:06.660;Over;Over;Over;;;
2017-05-06 04:46:16.140;Over;Over;Over;;;
2017-05-06 04:46:25.497;Over;Over;Over;;;
2017-05-06 04:46:34.961;Over;Over;Over;;;
2017-05-06 04:46:44.314;Over;Over;Over;;;
2017-05-06 04:46:53.663;Over;Over;Over;;;
2017-05-06 04:47:03.147;Over;Over;Over;;;
2017-05-06 04:47:12.499;Over;Over;Over;;;
2017-05-06 04:47:21.955;Over;Over;Over;;;
2017-05-06 04:47:40.791;Over;Over;Over;;;
2017-05-06 04:47:50.125;Over;Over;Over;;;
2017-05-06 04:47:59.482;Over;Over;Over;;;
2017-05-06 04:48:08.964;Over;Over;Over;;;
2017-05-06 04:48:18.294;Over;Over;Over;;;
2017-05-06 04:48:27.764;Over;Over;Over;;;
2017-05-06 04:48:37.107;Over;Over;Over;;;
2017-05-06 04:48:46.590;Over;Over;Over;;;
2017-05-06 04:48:55.950;Over;Over;Over;;;
2017-05-06 04:49:05.408;Over;Over;Over;;;
2017-05-06 04:49:14.755;Over;Over;Over;;;
2017-05-06 04:49:24.219;Over;Over;Over;;;
2017-05-06 04:49:33.565;Over;Over;Over;;;
2017-05-06 04:49:43.026;Over;Over;Over;;;
2017-05-06 04:49:52.378;Over;Over;Over;;;
2017-05-06 04:50:29.984;Over;Over;Over;;;
2017-05-06 04:50:39.340;Over;Over;Over;;;
2017-05-06 04:50:48.814;Over;Over;Over;;;
2017-05-06 04:51:07.628;Over;Over;Over;;;
2017-05-06 04:51:16.980;Over;Over;Over;;;
2017-05-06 04:51:26.441;Over;Over;Over;;;
2017-05-06 04:51:35.791;Over;Over;Over;;;
2017-05-06 04:51:45.237;Over;Over;Over;;;
2017-05-06 04:51:54.603;Over;Over;Over;;;
2017-05-06 04:52:03.950;Over;Over;Over;;;
2017-05-06 04:52:13.410;Over;Over;Over;;;
2017-05-06 04:52:32.232;Over;Over;Over;;;
2017-05-06 04:52:41.565;Over;Over;Over;;;
2017-05-06 04:52:51.032;Over;Over;Over;;;
2017-05-06 04:53:00.411;Over;Over;Over;;;
2017-05-06 04:53:09.878;Over;Over;Over;;;
2017-05-06 04:53:19.221;Over;Over;Over;;;
2017-05-06 04:53:28.575;Over;Over;Over;;;
2017-05-06 04:53:38.041;Over;Over;Over;;;
2017-05-06 04:53:47.420;Over;Over;Over;;;
2017-05-06 04:53:56.870;Over;Over;Over;;;
2017-05-06 04:54:06.234;Over;Over;Over;;;
2017-05-06 04:54:25.045;Over;Over;Over;;;
2017-05-06 04:54:34.389;Over;Over;Over;;;
2017-05-06 04:54:43.853;Over;Over;Over;;;
2017-05-06 04:54:53.194;Over;Over;Over;;;
2017-05-06 04:55:02.667;Over;Over;Over;;;
2017-05-06 04:55:12.005;Over;Over;Over;;;
2017-05-06 04:55:21.476;Over;Over;Over;;;
2017-05-06 04:55:30.815;Over;Over;Over;;;
2017-05-06 04:55:40.281;Over;Over;Over;;;
2017-05-06 04:55:49.648;Over;Over;Over;;;
2017-05-06 04:55:59.107;Over;Over;Over;;;
2017-05-06 04:56:17.907;Over;Over;Over;;;
2017-05-06 04:56:27.266;Over;Over;Over;;;
2017-05-06 04:56:46.115;Over;Over;Over;;;
2017-05-06 04:56:55.468;Over;Over;Over;;;
2017-05-06 04:57:04.943;Over;Over;Over;;;
2017-05-06 04:57:23.753;Over;Over;Over;;;
2017-05-06 04:57:33.092;Over;Over;Over;;;
2017-05-06 04:57:42.552;Over;Over;Over;;;
2017-05-06 04:57:51.913;Over;Over;Over;;;
2017-05-06 04:58:10.723;Over;Over;Over;;;
2017-05-06 04:58:20.066;Over;Over;Over;;;
2017-05-06 04:58:29.533;Over;Over;Over;;;
2017-05-06 04:58:38.872;Over;Over;Over;;;
2017-05-06 04:58:57.700;Over;Over;Over;;;
2017-05-06 04:59:16.514;Over;Over;Over;;;
2017-05-06 04:59:44.689;Over;Over;Over;;;
2017-05-06 05:00:03.514;Over;Over;Over;;;
2017-05-06 05:00:12.972;Over;Over;Over;;;
2017-05-06 05:00:22.323;Over;Over;Over;;;
2017-05-06 05:00:31.792;Over;Over;Over;;;
2017-05-06 05:00:41.149;Over;Over;Over;;;
2017-05-06 05:00:50.492;Over;Over;Over;;;
2017-05-06 05:00:59.951;Over;Over;Over;;;
2017-05-06 05:01:09.322;Over;Over;Over;;;
2017-05-06 05:01:18.783;Over;Over;Over;;;
2017-05-06 05:01:37.597;Over;Over;Over;;;
2017-05-06 05:01:46.944;Over;Over;Over;;;
2017-05-06 05:01:56.301;Over;Over;Over;;;
2017-05-06 05:02:05.775;Over;Over;Over;;;
2017-05-06 05:02:15.108;Over;Over;Over;;;
2017-05-06 05:02:24.582;Over;Over;Over;;;
2017-05-06 05:02:33.948;Over;Over;Over;;;
2017-05-06 05:02:43.406;Over;Over;Over;;;
2017-05-06 05:03:02.216;Over;Over;Over;;;
2017-05-06 05:03:11.581;Over;Over;Over;;;
2017-05-06 05:03:30.387;Over;Over;Over;;;
2017-05-06 05:03:39.741;Over;Over;Over;;;
2017-05-06 05:03:58.554;Over;Over;Over;;;
2017-05-06 05:04:08.019;Over;Over;Over;;;
