TimeStamp;Over240P3;Over240P2;Over240P1;1VStepsP3;1VStepsP2;1VStepsP1
2017-05-07 07:57:30.019;Over;Over;Over;;;
2017-05-07 07:57:39.483;Over;Over;Over;;;
2017-05-07 07:57:48.945;Over;Over;Over;;;
2017-05-07 07:57:58.287;Over;Over;Over;;;
2017-05-07 07:58:07.759;Over;Over;Over;;;
2017-05-07 07:58:17.110;Over;Over;Over;;;
2017-05-07 07:58:26.565;Over;Over;Over;;;
2017-05-07 07:58:35.913;Over;Over;Over;;;
2017-05-07 07:58:45.398;Over;Over;Over;;;
2017-05-07 07:58:54.733;Over;Over;Over;;;
2017-05-07 07:59:04.209;Over;Over;Over;;;
2017-05-07 07:59:23.010;Over;Over;Over;;;
2017-05-07 07:59:32.504;Over;Over;Over;;;
2017-05-07 07:59:41.851;Over;Over;Over;;;
2017-05-07 07:59:51.305;Over;Over;Over;;;
2017-05-07 08:00:00.656;Over;Over;Over;;;
2017-05-07 08:00:10.128;Over;Over;Over;;;
2017-05-07 08:00:47.769;Over;Over;Over;;;
2017-05-07 08:00:57.109;Over;Over;Over;;;
2017-05-07 08:01:25.378;Over;Over;Over;;;
2017-05-07 08:01:34.870;Over;Over;Over;;;
2017-05-07 08:01:44.219;Over;Over;Over;;;
2017-05-07 08:01:53.683;Over;Over;;;;
2017-05-07 08:02:03.026;Over;Over;Over;;;
2017-05-07 08:02:12.509;Over;Over;;;;
2017-05-07 08:02:21.862;Over;Over;Over;;;
2017-05-07 08:02:31.320;Over;Over;Over;;;
2017-05-07 08:02:40.680;Over;Over;Over;;;
2017-05-07 08:02:59.474;Over;Over;Over;;;
2017-05-07 08:03:08.949;Over;Over;;;;
2017-05-07 08:03:27.759;Over;Over;Over;;;
2017-05-07 08:03:37.243;Over;Over;Over;;;
2017-05-07 08:03:56.048;Over;Over;Over;;;
2017-05-07 08:04:24.250;Over;Over;Over;;;
2017-05-07 08:04:33.631;Over;Over;Over;;;
2017-05-07 08:04:43.009;Over;Over;Over;;;
2017-05-07 08:04:52.462;Over;Over;Over;;;
2017-05-07 08:05:11.281;Over;Over;;;;
2017-05-07 08:05:39.560;Over;Over;;;;
2017-05-07 08:05:48.929;Over;Over;;;;
2017-05-07 08:05:58.387;Over;Over;;;;
2017-05-07 08:06:07.730;Over;Over;;;;
2017-05-07 08:06:17.211;Over;Over;;;;
2017-05-07 08:06:26.563;Over;Over;;;;
2017-05-07 08:06:36.026;Over;Over;;;;
2017-05-07 08:06:45.374;Over;Over;;;;
2017-05-07 08:06:54.850;Over;Over;;;;
2017-05-07 08:07:04.202;Over;Over;;;;
2017-05-07 08:07:13.653;Over;Over;;;;
2017-05-07 08:07:23.126;Over;Over;;;;
2017-05-07 08:07:32.468;Over;Over;;;;
2017-05-07 08:07:41.939;Over;Over;;;;
2017-05-07 08:07:51.279;Over;Over;;;;
2017-05-07 08:08:00.759;Over;Over;;;;
2017-05-07 08:08:10.217;Over;Over;;;;
2017-05-07 08:08:19.566;Over;Over;;;;
2017-05-07 08:08:29.031;Over;Over;;;;
2017-05-07 08:08:38.393;Over;Over;;;;
2017-05-07 08:08:47.851;Over;Over;;;;
2017-05-07 08:08:57.213;Over;Over;;;;
2017-05-07 08:09:06.674;Over;Over;;;;
2017-05-07 08:09:16.028;Over;Over;;;;
2017-05-07 08:09:34.843;Over;Over;Over;;;
2017-05-07 08:09:53.763;Over;Over;;;;
2017-05-07 08:10:03.132;Over;Over;;;;
2017-05-07 08:10:12.593;Over;Over;;;;
2017-05-07 08:10:21.936;Over;Over;;;;
2017-05-07 08:10:31.393;Over;Over;;;;
2017-05-07 08:10:40.774;Over;Over;;;;
2017-05-07 08:10:59.577;Over;Over;;;;
2017-05-07 08:11:09.044;Over;Over;;;;
2017-05-07 08:11:18.521;Over;Over;;;;
2017-05-07 08:11:27.868;Over;Over;;;;
2017-05-07 08:11:46.661;Over;Over;Over;;;
2017-05-07 08:12:05.486;Over;Over;Over;;;
2017-05-07 08:12:14.957;Over;Over;Over;;;
2017-05-07 08:12:24.410;Over;Over;Over;;;
2017-05-07 08:12:33.764;Over;Over;Over;;;
2017-05-07 08:12:43.247;Over;Over;Over;;;
2017-05-07 08:12:52.595;Over;Over;Over;;;
2017-05-07 08:13:11.395;Over;Over;Over;;;
2017-05-07 08:13:30.217;Over;Over;Over;;;
2017-05-07 08:13:58.518;Over;Over;Over;;;
2017-05-07 08:14:07.967;Over;Over;Over;;;
2017-05-07 08:14:17.320;Over;Over;Over;;;
2017-05-07 08:14:26.778;Over;Over;Over;;;
2017-05-07 08:14:45.612;Over;Over;Over;;;
2017-05-07 08:14:54.965;Over;Over;Over;;;
2017-05-07 08:15:04.420;Over;Over;Over;;;
2017-05-07 08:15:13.762;Over;Over;Over;;;
2017-05-07 08:15:23.246;Over;Over;Over;;;
2017-05-07 08:15:32.579;Over;Over;Over;;;
2017-05-07 08:15:42.052;Over;Over;Over;;;
2017-05-07 08:15:51.516;Over;Over;Over;;;
2017-05-07 08:16:00.876;Over;Over;Over;;;
2017-05-07 08:16:10.321;Over;Over;Over;;;
2017-05-07 08:16:29.144;Over;Over;;;;
2017-05-07 08:16:38.487;Over;Over;;;;
2017-05-07 08:16:47.966;Over;Over;;;;
2017-05-07 08:16:57.306;Over;Over;;;;
2017-05-07 08:17:06.780;Over;Over;;;;
2017-05-07 08:17:16.234;Over;Over;;;;
2017-05-07 08:17:35.062;Over;Over;Over;;;
2017-05-07 08:17:44.437;Over;Over;;;;
2017-05-07 08:17:53.900;Over;Over;;;;
2017-05-07 08:18:03.257;Over;Over;;;;
2017-05-07 08:18:12.733;Over;Over;;;;
2017-05-07 08:18:22.098;Over;Over;;;;
2017-05-07 08:18:40.922;Over;Over;;;;
2017-05-07 08:18:50.393;Over;Over;;;;
2017-05-07 08:18:59.730;Over;Over;;;;
2017-05-07 08:19:09.207;Over;Over;;;;
2017-05-07 08:19:18.568;Over;Over;;;;
2017-05-07 08:19:28.041;Over;Over;;;;
2017-05-07 08:19:46.854;Over;Over;;;;
2017-05-07 08:19:56.199;Over;Over;;;;
2017-05-07 08:20:05.675;Over;Over;;;;
2017-05-07 08:20:15.019;Over;Over;;;;
2017-05-07 08:20:24.480;Over;Over;;;;
2017-05-07 08:20:43.293;Over;Over;;;;
2017-05-07 08:21:02.122;Over;Over;;;;
2017-05-07 08:21:20.915;Over;Over;;;;
2017-05-07 08:21:30.383;Over;Over;Over;;;
2017-05-07 08:21:39.749;Over;Over;Over;;;
2017-05-07 08:21:58.672;Over;Over;;;;
2017-05-07 08:22:08.022;Over;Over;;;;
2017-05-07 08:22:17.473;Over;Over;Over;;;
2017-05-07 08:22:26.822;Over;Over;;;;
2017-05-07 08:22:36.303;Over;Over;;;;
2017-05-07 08:22:45.755;Over;Over;Over;;;
2017-05-07 08:23:04.563;Over;Over;Over;;;
2017-05-07 08:23:13.917;Over;Over;Over;;;
2017-05-07 08:23:23.376;Over;Over;Over;;;
2017-05-07 08:23:32.730;Over;Over;Over;;;
2017-05-07 08:23:51.655;Over;Over;;;;
2017-05-07 08:24:10.463;Over;Over;;;;
2017-05-07 08:24:19.835;Over;Over;Over;;;
2017-05-07 08:24:29.319;Over;Over;Over;;;
2017-05-07 08:24:38.677;Over;Over;Over;;;
2017-05-07 08:24:48.126;Over;Over;;;;
2017-05-07 08:24:57.481;Over;Over;;;;
2017-05-07 08:25:06.952;Over;Over;Over;;;
2017-05-07 08:25:16.325;Over;Over;Over;;;
2017-05-07 08:25:25.784;Over;Over;Over;;;
2017-05-07 08:25:35.143;Over;Over;Over;;;
2017-05-07 08:25:44.599;Over;Over;Over;;;
2017-05-07 08:26:12.783;Over;Over;;;;
2017-05-07 08:26:22.238;Over;Over;;;;
2017-05-07 08:26:41.071;Over;Over;;;;
2017-05-07 08:26:50.542;Over;Over;;;;
2017-05-07 08:27:09.351;Over;Over;;;;
2017-05-07 08:27:28.150;Over;Over;;;;
2017-05-07 08:27:37.512;Over;Over;;;;
2017-05-07 08:27:56.324;Over;Over;;;;
2017-05-07 08:28:05.795;Over;Over;;;;
2017-05-07 08:28:15.248;Over;Over;;;;
2017-05-07 08:28:34.073;Over;Over;;;;
2017-05-07 08:28:52.884;Over;Over;;;;
2017-05-07 08:29:11.695;Over;Over;;;;
2017-05-07 08:29:21.060;Over;Over;;;;
2017-05-07 08:29:30.523;Over;Over;;;;
2017-05-07 08:29:58.685;Over;Over;;;;
2017-05-07 08:30:08.155;Over;Over;;;;
2017-05-07 08:30:45.784;Over;Over;;;;
2017-05-07 08:30:55.257;Over;Over;;;;
2017-05-07 08:31:04.606;Over;Over;;;;
2017-05-07 08:31:14.082;Over;Over;;;;
2017-05-07 08:31:23.421;Over;Over;;;;
2017-05-07 08:31:42.265;Over;Over;;;;
2017-05-07 08:31:51.727;Over;Over;;;;
2017-05-07 08:32:01.067;Over;Over;;;;
2017-05-07 08:32:19.901;Over;Over;;;;
2017-05-07 08:32:29.359;Over;Over;;;;
2017-05-07 08:32:38.699;Over;Over;;;;
2017-05-07 08:32:48.170;;Over;;;;
2017-05-07 08:32:57.637;;Over;;;;
2017-05-07 08:33:06.983;;Over;;;;
2017-05-07 08:33:16.452;;Over;;;;
2017-05-07 08:33:25.801;;Over;;;;
2017-05-07 08:33:35.262;Over;Over;;;;
2017-05-07 08:33:54.067;Over;Over;;;;
2017-05-07 08:34:12.882;Over;Over;;;;
2017-05-07 08:34:22.345;Over;Over;;;;
2017-05-07 08:34:31.686;Over;Over;;;;
2017-05-07 08:34:41.165;Over;Over;;;;
2017-05-07 08:34:50.504;Over;Over;;;;
2017-05-07 08:34:59.972;Over;Over;;;;
2017-05-07 08:35:18.796;Over;Over;;;;
2017-05-07 08:35:37.601;Over;Over;Over;;;
2017-05-07 08:35:47.066;Over;Over;Over;;;
2017-05-07 08:35:56.413;Over;Over;Over;;;
2017-05-07 08:36:15.349;Over;Over;Over;;;
2017-05-07 08:36:43.527;Over;Over;Over;;;
2017-05-07 08:36:52.990;Over;Over;Over;;;
2017-05-07 08:37:02.337;Over;Over;;;;
2017-05-07 08:37:11.805;Over;Over;;;;
2017-05-07 08:37:30.636;Over;Over;;;;
2017-05-07 08:37:39.977;Over;Over;;;;
2017-05-07 08:37:49.438;Over;Over;;;;
2017-05-07 08:38:17.711;Over;Over;;;;
2017-05-07 08:38:27.064;Over;Over;;;;
2017-05-07 08:38:55.367;Over;Over;;;;
2017-05-07 08:39:04.706;Over;Over;;;;
2017-05-07 08:39:14.179;Over;Over;;;;
2017-05-07 08:39:23.522;Over;Over;;;;
2017-05-07 08:39:51.828;Over;Over;;;;
2017-05-07 08:40:01.294;Over;Over;;;;
2017-05-07 08:40:10.630;Over;Over;;;;
2017-05-07 08:40:20.101;Over;Over;;;;
2017-05-07 08:40:57.723;Over;Over;;;;
2017-05-07 08:41:07.182;Over;Over;;;;
2017-05-07 08:41:25.993;Over;Over;;;;
2017-05-07 08:41:35.352;Over;Over;;;;
2017-05-07 08:41:44.813;Over;Over;;;;
2017-05-07 08:41:54.161;Over;Over;;;;
2017-05-07 08:42:12.974;Over;Over;;;;
2017-05-07 08:42:22.435;Over;Over;;;;
2017-05-07 08:42:31.905;Over;Over;;;;
2017-05-07 08:42:41.247;Over;Over;;;;
2017-05-07 08:42:50.724;Over;Over;;;;
2017-05-07 08:43:00.073;Over;Over;;;;
2017-05-07 08:43:09.540;Over;Over;;;;
2017-05-07 08:43:28.347;Over;Over;;;;
2017-05-07 08:43:37.692;Over;Over;;;;
2017-05-07 08:43:47.158;Over;Over;;;;
2017-05-07 08:43:56.524;Over;Over;;;;
2017-05-07 08:44:05.985;Over;Over;;;;
2017-05-07 08:44:15.427;Over;Over;;;;
2017-05-07 08:44:24.788;Over;Over;;;;
2017-05-07 08:44:34.282;Over;Over;;;;
2017-05-07 08:44:43.647;Over;Over;;;;
2017-05-07 08:44:53.107;Over;Over;;;;
2017-05-07 08:45:02.452;Over;Over;;;;
2017-05-07 08:45:11.910;Over;Over;;;;
2017-05-07 08:45:21.275;Over;Over;;;;
2017-05-07 08:45:30.735;Over;Over;;;;
2017-05-07 08:45:40.102;Over;Over;;;;
2017-05-07 08:45:49.561;Over;Over;;;;
2017-05-07 08:45:58.903;Over;Over;;;;
2017-05-07 08:46:08.367;Over;Over;;;;
2017-05-07 08:46:27.181;Over;Over;;;;
2017-05-07 08:46:36.638;Over;Over;;;;
2017-05-07 08:46:45.981;Over;Over;;;;
2017-05-07 08:46:55.441;Over;Over;;;;
2017-05-07 08:47:14.251;Over;Over;;;;
2017-05-07 08:47:23.716;Over;Over;;;;
2017-05-07 08:47:33.073;Over;Over;;;;
2017-05-07 08:47:42.535;Over;Over;;;;
2017-05-07 08:47:51.881;Over;Over;;;;
2017-05-07 08:48:01.342;Over;Over;;;;
2017-05-07 08:48:10.804;Over;Over;;;;
2017-05-07 08:48:20.154;Over;Over;;;;
2017-05-07 08:48:29.635;Over;Over;;;;
2017-05-07 08:48:38.985;Over;Over;;;;
2017-05-07 08:48:48.460;Over;Over;;;;
2017-05-07 08:48:57.797;Over;Over;;;;
2017-05-07 08:49:07.268;Over;Over;;;;
2017-05-07 08:49:16.615;Over;Over;;;;
2017-05-07 08:49:26.078;Over;Over;;;;
2017-05-07 08:49:35.435;Over;Over;;;;
2017-05-07 08:49:44.900;Over;Over;;;;
2017-05-07 08:49:54.354;Over;Over;;;;
2017-05-07 08:50:03.708;Over;Over;;;;
2017-05-07 08:50:22.509;Over;Over;;;;
2017-05-07 08:50:31.968;;Over;;;;
2017-05-07 08:50:41.437;;Over;;;;
2017-05-07 08:50:50.787;;Over;;;;
2017-05-07 08:51:19.028;Over;Over;;;;
2017-05-07 08:51:28.482;Over;Over;;;;
2017-05-07 08:52:15.581;Over;Over;;;;
2017-05-07 08:52:24.944;;Over;;;;
2017-05-07 08:52:53.225;;Over;;;;
2017-05-07 08:53:12.034;;Over;;;;
2017-05-07 08:53:21.488;;Over;;;;
2017-05-07 08:53:40.301;;Over;;;;
2017-05-07 08:54:17.932;;Over;;;;
2017-05-07 08:54:27.389;;Over;;;;
2017-05-07 08:54:46.214;;Over;;;;
2017-05-07 08:54:55.565;;Over;;;;
2017-05-07 08:55:14.382;;Over;;;;
2017-05-07 08:55:23.845;;Over;;;;
2017-05-07 08:55:33.307;;Over;;;;
2017-05-07 08:55:42.655;;Over;;;;
2017-05-07 08:56:01.476;Over;Over;;;;
2017-05-07 08:56:10.935;Over;Over;;;;
2017-05-07 08:56:20.281;Over;Over;;;;
2017-05-07 08:56:29.761;Over;Over;;;;
2017-05-07 08:56:48.576;;Over;;;;
2017-05-07 08:56:58.041;;Over;;;;
2017-05-07 08:57:16.872;;Over;;;;
2017-05-07 08:57:26.206;;Over;;;;
2017-05-07 08:57:35.680;;Over;;;;
2017-05-07 08:57:54.513;;Over;;;;
2017-05-07 08:58:22.659;;Over;;;;
2017-05-07 08:58:32.150;;Over;;;;
2017-05-07 08:59:00.409;;Over;;;;
2017-05-07 08:59:09.770;;Over;;;;
2017-05-07 08:59:19.243;;Over;;;;
2017-05-07 08:59:28.597;;Over;;;;
2017-05-07 08:59:38.052;;Over;;;;
2017-05-07 08:59:47.391;;Over;;;;
2017-05-07 09:02:18.057;;Over;;;;
2017-05-07 09:07:28.776;;Over;;;;
2017-05-07 09:07:47.606;Over;;;;;
2017-05-07 09:12:39.451;Over;;;;;
2017-05-07 09:12:48.953;Over;Over;;;;
2017-05-07 09:12:58.294;Over;Over;;;;
2017-05-07 09:13:07.778;;Over;;;;
2017-05-07 09:13:17.134;Over;Over;;;;
2017-05-07 09:13:26.593;Over;Over;;;;
2017-05-07 09:13:35.949;Over;Over;;;;
2017-05-07 09:13:45.409;Over;Over;;;;
2017-05-07 09:13:54.873;Over;;;;;
2017-05-07 09:14:13.679;Over;;;;;
2017-05-07 09:14:23.026;Over;;;;;
2017-05-07 09:14:32.497;Over;;;;;
2017-05-07 09:15:19.588;Over;;;;;
2017-05-07 09:30:42.417;Over;;;;Up;
2017-05-07 09:31:01.251;Over;;;;;
2017-05-07 09:31:10.721;Over;Over;;;;
2017-05-07 09:31:20.070;Over;Over;;;;
2017-05-07 09:31:38.905;Over;;;;;
2017-05-07 09:31:57.813;Over;Over;;;;
2017-05-07 09:32:07.165;Over;Over;;;;
2017-05-07 09:32:16.625;Over;Over;;;;
2017-05-07 09:32:26.000;Over;Over;;;;
2017-05-07 09:32:44.938;Over;Over;;;;
2017-05-07 09:32:54.284;Over;Over;;;;
2017-05-07 09:33:03.747;Over;Over;;;;
2017-05-07 09:33:13.109;;Over;;;;
2017-05-07 09:33:31.906;;Over;;;;
2017-05-07 09:33:50.834;;Over;;;;
2017-05-07 09:34:09.655;;Over;;;;
2017-05-07 09:35:06.207;;Over;;;;
2017-05-07 09:35:15.551;;Over;;;;
2017-05-07 09:35:25.025;;Over;;;;
2017-05-07 09:36:12.116;;Over;;;;
2017-05-07 09:36:30.937;;Over;;;;
2017-05-07 09:36:40.368;;Over;;;;
2017-05-07 09:36:59.084;;Over;;;;
2017-05-07 09:37:08.581;;Over;;;;
2017-05-07 09:37:46.299;;Over;;;;
2017-05-07 09:38:05.057;;Over;;;;
2017-05-07 09:39:11.124;;Over;;;;
2017-05-07 09:39:20.407;;Over;;;;
2017-05-07 09:39:29.883;;Over;;;;
2017-05-07 09:40:16.952;;Over;;;;
2017-05-07 09:40:26.445;;Over;;;;
2017-05-07 09:40:35.681;;Over;;;;
2017-05-07 09:40:54.633;;Over;;;;
2017-05-07 09:41:04.078;;Over;;;;
2017-05-07 09:41:13.344;;Over;;;;
2017-05-07 09:41:22.809;;Over;;;;
2017-05-07 09:41:41.632;;Over;;;;
2017-05-07 09:41:51.131;;Over;;;;
2017-05-07 09:42:00.407;;Over;;;;
2017-05-07 09:42:09.908;Over;Over;;;;
2017-05-07 09:42:19.336;;Over;;;;
2017-05-07 09:42:38.237;Over;Over;;;;
2017-05-07 09:42:47.595;Over;Over;;;;
2017-05-07 09:43:15.897;Over;Over;;;;
2017-05-07 09:43:25.273;Over;Over;Over;;;
2017-05-07 09:43:34.564;Over;Over;Over;;;
2017-05-07 09:43:44.181;Over;Over;;;;
2017-05-07 09:43:53.489;Over;Over;;;;
2017-05-07 09:44:12.480;Over;Over;Over;;;
2017-05-07 09:44:21.813;Over;Over;Over;;;
2017-05-07 09:44:31.130;Over;Over;;;;
2017-05-07 09:44:40.474;Over;Over;;;;
2017-05-07 09:44:49.945;Over;;;;;
2017-05-07 09:44:59.412;Over;;;;;
2017-05-07 09:45:18.225;Over;;;;;
2017-05-07 09:46:05.315;Over;;;;;
2017-05-07 09:46:24.127;Over;;;;;
2017-05-07 09:47:01.765;Over;;;;;
2017-05-07 09:47:11.230;Over;Over;;;;
2017-05-07 09:47:20.579;Over;;;;;
2017-05-07 09:47:30.038;Over;Over;;;;
2017-05-07 09:47:39.510;;Over;;;;
2017-05-07 09:48:35.945;;Over;;;;
2017-05-07 09:48:54.770;;Over;;;;
2017-05-07 09:49:04.235;;Over;;;;
2017-05-07 09:49:32.517;;Over;;;;
2017-05-07 09:49:41.863;;Over;;;;
2017-05-07 09:49:51.334;Over;Over;;;;
2017-05-07 09:50:10.142;Over;Over;;;;
2017-05-07 09:50:19.516;;Over;;;;
2017-05-07 09:50:38.431;;Over;;;;
2017-05-07 09:50:47.772;;Over;;;;
2017-05-07 09:50:57.272;;Over;;;;
2017-05-07 09:51:06.597;;Over;;;;
2017-05-07 09:51:25.511;;Over;;;;
2017-05-07 09:51:34.873;;Over;;;;
2017-05-07 09:51:53.694;;Over;;;;
2017-05-07 09:52:12.614;;Over;;;;
2017-05-07 10:27:03.438;Over;;;;;
2017-05-07 10:27:12.786;Over;;;;;
2017-05-07 10:27:31.612;Over;;;;;
2017-05-07 11:47:08.965;;;;Up;Up;Up
2017-05-07 13:11:30.656;Over;;;;;
2017-05-07 13:19:22.048;;Over;;;;
2017-05-07 13:19:31.421;;Over;;;;
2017-05-07 13:22:30.532;Over;;;;;
2017-05-07 13:41:02.922;Over;Over;;;;
2017-05-07 13:41:21.857;;Over;;;;
2017-05-07 13:42:08.926;Over;Over;;;;
2017-05-07 13:42:18.404;;Over;;;;
2017-05-07 13:42:27.864;Over;Over;;;;
2017-05-07 13:42:37.215;Over;Over;;;;
2017-05-07 13:42:46.678;Over;Over;;;;
2017-05-07 13:42:56.143;Over;Over;;;;
2017-05-07 13:43:05.494;Over;Over;;;;
2017-05-07 13:43:14.957;Over;Over;;;;
2017-05-07 13:43:24.418;Over;Over;;;;
2017-05-07 13:43:33.891;Over;Over;;;;
2017-05-07 13:43:43.237;Over;Over;;;;
2017-05-07 13:43:52.706;Over;Over;;;;
2017-05-07 13:44:02.165;;Over;;;;
2017-05-07 13:44:20.980;;Over;;;;
2017-05-07 13:44:39.782;;Over;;;;
2017-05-07 13:44:49.250;;Over;;;;
2017-05-07 13:44:58.717;;Over;;;;
2017-05-07 13:45:08.069;;Over;;;;
2017-05-07 13:45:26.991;;Over;;;;
2017-05-07 13:45:45.822;Over;Over;;;;
2017-05-07 13:45:55.292;;Over;;;;
2017-05-07 13:46:04.634;Over;Over;;;;
2017-05-07 13:46:14.115;;Over;;;;
2017-05-07 13:46:23.561;;Over;;;;
2017-05-07 13:46:32.914;Over;Over;;;;
2017-05-07 13:46:51.866;Over;Over;;;;
2017-05-07 13:47:01.212;Over;Over;;;;
2017-05-07 13:47:10.678;Over;Over;;;;
2017-05-07 13:47:20.136;Over;Over;;;;
2017-05-07 13:47:38.955;Over;Over;;;;
2017-05-07 13:48:07.213;Over;Over;;;;
2017-05-07 13:48:16.689;Over;Over;;;;
2017-05-07 13:48:26.033;Over;Over;;;;
2017-05-07 13:48:35.494;Over;Over;;;;
2017-05-07 13:48:44.970;Over;Over;;;;
2017-05-07 13:49:03.819;;Over;;;;
2017-05-07 13:49:41.549;Over;Over;;;;
2017-05-07 13:50:00.358;Over;Over;;;;
2017-05-07 13:50:09.820;;Over;;;;
2017-05-07 13:50:19.181;;Over;;;;
2017-05-07 13:50:28.632;;Over;;;;
2017-05-07 13:50:47.449;Over;;;;;
2017-05-07 13:50:56.919;Over;Over;;;;
2017-05-07 13:51:06.378;Over;Over;;;;
2017-05-07 13:51:15.753;;Over;;;;
2017-05-07 13:51:25.210;Over;Over;;;;
2017-05-07 13:51:34.583;Over;Over;;;;
2017-05-07 13:51:44.052;Over;Over;;;;
2017-05-07 13:51:53.426;;Over;;;;
2017-05-07 13:52:02.882;;Over;;;;
2017-05-07 13:54:05.481;;Over;;;;
2017-05-07 13:54:14.934;;Over;;;;
2017-05-07 13:54:33.743;;Over;;;;
2017-05-07 13:54:43.196;;Over;;;;
2017-05-07 13:55:11.482;;Over;;;;
2017-05-07 13:55:20.837;;Over;;;;
2017-05-07 13:55:30.302;;Over;;;;
2017-05-07 13:56:08.058;;Over;;;;
2017-05-07 13:56:17.411;;Over;;;;
2017-05-07 13:56:26.868;;Over;;;;
2017-05-07 13:56:36.340;;Over;;;;
2017-05-07 13:57:14.068;;Over;;;;
2017-05-07 13:57:23.418;;Over;;;;
2017-05-07 13:58:01.189;;Over;;;;
2017-05-07 13:58:10.646;;Over;;;;
2017-05-07 13:58:19.991;;Over;;;;
2017-05-07 13:58:29.455;;Over;;;;
2017-05-07 13:58:38.933;;Over;;;;
2017-05-07 13:58:57.738;;Over;;;;
2017-05-07 13:59:44.823;;Over;;;;
2017-05-07 13:59:54.316;Over;Over;;;;
2017-05-07 14:00:03.764;;Over;;;;
2017-05-07 14:00:22.586;Over;Over;;;;
2017-05-07 14:00:32.043;Over;Over;;;;
2017-05-07 14:00:41.416;;Over;;;;
2017-05-07 14:00:50.880;;Over;;;;
2017-05-07 14:01:00.358;;Over;;;;
2017-05-07 14:01:09.706;;Over;;;;
2017-05-07 14:01:28.627;Over;Over;;;;
2017-05-07 14:01:37.965;Over;Over;;;;
2017-05-07 14:01:47.452;;Over;;;;
2017-05-07 14:01:56.896;;Over;;;;
2017-05-07 14:02:15.710;;Over;;;;
2017-05-07 14:03:12.364;;Over;;;;
2017-05-07 14:03:40.640;Over;Over;;;;
2017-05-07 14:03:49.989;Over;;;;;
2017-05-07 14:04:08.920;Over;;;;;
2017-05-07 14:06:58.645;Over;;;;;
2017-05-07 14:07:07.984;Over;;;;;
2017-05-07 14:07:17.445;Over;;;;;
2017-05-07 14:07:36.265;Over;;;;;
2017-05-07 14:07:45.737;Over;;;;;
2017-05-07 14:07:55.200;Over;;;;;
2017-05-07 14:08:04.659;Over;;;;;
2017-05-07 14:08:14.029;Over;;;;;
2017-05-07 14:08:23.492;Over;;;;;
2017-05-07 14:08:42.299;Over;;;;;
2017-05-07 14:08:51.782;Over;Over;;;;
2017-05-07 14:09:01.239;Over;;;;;
2017-05-07 14:09:10.576;Over;;;;;
2017-05-07 14:09:20.051;Over;;;;;
2017-05-07 14:09:29.521;Over;;;;;
2017-05-07 14:09:48.333;Over;;;;;
2017-05-07 14:09:57.786;Over;;;;;
2017-05-07 14:11:03.754;Over;;;;;
2017-05-07 14:11:32.042;Over;;;;;
2017-05-07 14:11:41.493;Over;;;;;
2017-05-07 14:11:50.856;Over;;;;;
2017-05-07 14:12:28.593;Over;;;;;
2017-05-07 14:12:38.068;Over;Over;;;;
2017-05-07 14:12:47.541;Over;Over;;;;
2017-05-07 14:13:06.354;Over;Over;;;;
2017-05-07 14:13:15.813;Over;Over;;;;
2017-05-07 14:13:25.154;Over;Over;;;;
2017-05-07 14:13:53.440;Over;Over;;;;
2017-05-07 14:14:02.906;Over;Over;;;;
2017-05-07 14:14:12.366;Over;Over;Over;;;
2017-05-07 14:14:21.829;Over;Over;Over;;;
2017-05-07 14:14:31.187;Over;Over;Over;;;
2017-05-07 14:14:40.649;Over;Over;Over;;;
2017-05-07 14:14:50.112;Over;Over;;;;
2017-05-07 14:14:59.452;Over;Over;;;;
2017-05-07 14:15:08.940;Over;Over;;;;
2017-05-07 14:15:18.401;Over;Over;;;;
2017-05-07 14:15:46.674;Over;Over;;;;
2017-05-07 14:15:56.020;Over;Over;;;;
2017-05-07 14:16:05.494;Over;Over;;;;
2017-05-07 14:16:24.416;Over;Over;;;;
2017-05-07 14:16:43.232;Over;Over;;;;
2017-05-07 14:16:52.696;Over;Over;;;;
2017-05-07 14:17:02.037;Over;Over;;;;
2017-05-07 14:17:11.520;Over;Over;;;;
2017-05-07 14:17:30.321;Over;Over;;;;
2017-05-07 14:17:39.782;Over;Over;;;;
2017-05-07 14:17:49.262;Over;Over;;;;
2017-05-07 14:17:58.624;Over;Over;;;;
2017-05-07 14:18:08.082;Over;Over;;;;
2017-05-07 14:18:17.543;Over;Over;;;;
2017-05-07 14:18:26.896;Over;Over;;;;
2017-05-07 14:18:36.352;Over;Over;;;;
2017-05-07 14:18:45.850;;Over;;;;
2017-05-07 14:19:04.650;;Over;;;;
2017-05-07 14:19:23.477;Over;Over;;;;
2017-05-07 14:19:32.946;;Over;;;;
2017-05-07 14:19:42.414;Over;Over;;;;
2017-05-07 14:19:51.762;Over;Over;;;;
2017-05-07 14:20:01.218;Over;Over;;;;
2017-05-07 14:20:10.678;Over;Over;;;;
2017-05-07 14:20:38.954;;Over;;;;
2017-05-07 14:20:48.418;;Over;;;;
2017-05-07 14:21:07.231;;Over;;;;
2017-05-07 14:21:16.689;Over;Over;;;;
2017-05-07 14:21:26.147;Over;Over;;;;
2017-05-07 14:21:35.503;Over;Over;;;;
2017-05-07 14:21:44.959;Over;Over;;;;
2017-05-07 14:21:54.421;Over;Over;;;;
2017-05-07 14:22:03.770;Over;Over;;;;
2017-05-07 14:22:13.230;Over;Over;;;;
2017-05-07 14:22:22.692;Over;Over;;;;
2017-05-07 14:22:32.147;Over;Over;;;;
